poiId,poiName,place,commentCount,commentScore,sightLevelStr,heatScore,sightCategoryInfo,title,priceType,marketPrice,marketDiscountPrice,price,address,openStatusClose,openStatus,coverImageUrl
91531,沈阳方特欢乐世界,沈阳·沈北大学城/方特欢乐世界,38106,4.9,4A,7.5,2024亚洲100亲子景点,"体验大型科幻主题乐园,遛娃宝藏地,游乐场",2,￥159.0,￥60.0,￥99.0,辽宁省沈阳市沈北新区盛京大街55号,09:30-17:30开放（17:00停止入园）,营业中,https://dimg04.c-ctrip.com/images/1lo4f12000jabl7e4129B.jpg
75736,何园,扬州·东关街/皮市街历史街区,5509,4.7,4A,7.5,扬州必打卡景点榜 No.3,"中西合璧的园林风格,遛娃宝藏地,赏花胜地",2,￥48.0,￥2.0,￥46.0,扬州市广陵区徐凝门大街66号,07:30-18:00开放（17:30停止入园）,营业中,https://dimg04.c-ctrip.com/images/100k12000000s6yfzE6E6.jpg
75938,大昭寺,拉萨·八廓街/大昭寺及附近地区,2691,4.6,5A,7.5,西藏必打卡景点榜 No.4,"藏传佛教圣地,历史建筑",5,暂无,￥0,暂无,拉萨市城关区八廓西街2号,08:30-18:30开放（18:30停止入园）,营业中,https://dimg04.c-ctrip.com/images/010231200087e45x769E7.jpg
75942,八廓街,拉萨·八廓街/大昭寺及附近地区,451,4.7,,7.5,,"民俗风情浓郁的千年古街,城市漫步",4,免费,￥0,免费,西藏自治区拉萨市城关区,全年全天开放,营业中,https://dimg04.c-ctrip.com/images/100v13000000ui5lyD2A4.jpg
80565,拉市海,玉龙·拉市海湿地度假区,2838,4.2,,7.5,丽江必打卡景点榜 No.5,"清新优美的草原湿地,遛娃宝藏地,登高爬山",2,￥30.0,￥1.0,￥29.0,丽江市玉龙纳西族自治县拉市海东村委会安中村5号,09:00-19:00开放,营业中,https://dimg04.c-ctrip.com/images/100e1f000001gt1yqCA73.jpg
133987592,陕西考古博物馆,西安·长安大学城,990,4.8,,7.5,陕西亲子景点榜 No.2,"博物馆,场馆展馆",4,免费,￥0,免费,西安市长安区文苑南路与终南大道交汇处东北侧,09:00-17:00开放（16:20停止入园）,营业中,https://dimg04.c-ctrip.com/images/0104712000hynsr2a2145.jpg
13698668,平山湖大峡谷,张掖·,1728,4.6,4A,7.5,甘肃必打卡景点榜 No.9,"穿行在迷宫一般的峡谷中,自然山水,地标观景",2,￥130.0,￥0,￥130.0,甘肃省张掖市甘州区平山湖乡,08:00-20:30开放（18:00停止售票，18:00停止入园）,营业中,https://dimg04.c-ctrip.com/images/1lo5312000bab4dlm7631.png
148485472,北京赏牡丹花,北京·天安门/王府井地区,0,0.0,,7.5,北京特色体验榜 No.4,牡丹品种繁多,5,暂无,￥0,暂无,甘肃省张掖市甘州区平山湖乡,08:00-20:30开放（18:00停止售票，18:00停止入园）,,https://dimg04.c-ctrip.com/images/100a14000000x1cj7A945.jpg
18090315,张家界《魅力湘西》演出,张家界·张家界国家森林公园/武陵源,1209,4.3,,7.5,2024亚洲100夜游景点,"浓郁湘西文化的视听盛宴,演出,现场演出",2,￥158.0,￥0,￥158.0,张家界市武陵源区入口处魅力湘西广场,17:30-22:00开放,营业中,https://dimg04.c-ctrip.com/images/35061b000001azi3p1115.png
87211,中国地质博物馆,北京·西单/金融街地区,4253,4.8,,7.5,2024中国100亲子景点,"观赏珍贵的史前生物化石,展馆展览,遛娃宝藏地",2,￥15.0,￥0,￥15.0,北京市西城区羊肉胡同15号,09:00-16:30开放（16:00停止入园）,营业中,https://dimg04.c-ctrip.com/images/0104212000h91p88774CE.jpg
79480,东山岛,东山·西埔城区,687,4.5,,7.5,漳州必打卡景点榜 No.2,"遛娃宝藏地,岛屿漫步",4,免费,￥0,免费,漳州市东山县东山岛,全年全天开放,营业中,https://dimg04.c-ctrip.com/images/0100e12000f6rbscq7AAE.jpg
15036520,仙人井,平潭·仙人井,1414,4.3,,7.5,,"当地知名的海蚀奇景,自然山水",2,￥22.0,￥1.0,￥21.0,福州市平潭县流水镇东美村东海仙境景区内,08:00-17:00开放,营业中,https://dimg04.c-ctrip.com/images/0102712000f6tvzx5E3D6.jpg
89229,秦岭野生动物园,西安·秦岭环山路/野生动物园,6187,4.4,4A,7.5,2024中国100亲子景点,"观看放养的各类猛兽,萌萌动物,遛娃宝藏地",2,￥100.0,￥0,￥100.0,陕西省西安市长安区107省道南500米,08:30-18:00开放（17:30停止入园）,营业中,https://dimg04.c-ctrip.com/images/0106412000aroov86FB9F.jpg
10524093,城隍庙旅游区,上海·豫园地区,7425,4.7,,7.5,2024中国100夜游景点,"上海民俗风情文化景点,城市漫步,夜游观景",4,免费,￥0,免费,上海市黄浦区方浜中路249号,全年全天开放,营业中,https://dimg04.c-ctrip.com/images/100l1f000001gqi1p4B80.jpg
140068129,上海千古情,上海·新国际博览中心/世博园,2042,4.7,,7.5,2024中国100夜游景点,夜游观景,2,￥318.0,￥40.0,￥278.0,上海市浦东新区世博大道1750号,10:00-20:30开放,营业中,https://dimg04.c-ctrip.com/images/0102p12000f6qjpj8C6E7.jpg
98958,龙虎山风景区,贵溪·,3814,4.4,5A,7.5,2024中国50玩水避暑景点,"千古悬棺之谜,遛娃宝藏地,登高爬山",2,￥135.0,￥5.0,￥130.0,鹰潭市郊西南20公里处龙虎山大道1号,"冬令时 08:00-17:00开放,夏令时 08:00-17:30开放",,https://dimg04.c-ctrip.com/images/3504160000010eiys2862.jpg
100947,什刹海,北京·后海/南锣鼓巷地区,1619,4.7,4A,7.5,2024中国100夜游景点,"历史街区与时尚夜生活,自然山水,城市漫步",4,免费,￥0,免费,北京市西城区东起地安门外大街北侧、南至新街口北大街、西至新街口豁口、北至钟、鼓楼的区域,全年全天开放,营业中,https://dimg04.c-ctrip.com/images/010691200082f4a1h9957.jpg
79626,扎龙生态旅游区,齐齐哈尔·,2478,4.5,5A,7.5,黑龙江必打卡景点榜 No.11,"丹顶鹤栖息湿地,自然山水",2,￥0.0,￥0,￥73.0,黑龙江省齐齐哈尔市铁锋区扎龙镇扎龙村,08:30-16:00开放（15:00停止售票）,营业中,https://dimg04.c-ctrip.com/images/0104x12000j0daf5f756C.jpg
83237,八大关,青岛·八大关/第一海水浴场,3818,4.5,,7.5,青岛近期热门景点榜 No.2,"秋季红叶遍布的赏秋胜地,遛娃宝藏地,赏花胜地",2,￥0.0,￥0,￥50.0,青岛市武胜关支路10号,全年全天开放,营业中,https://dimg04.c-ctrip.com/images/0105u12000feu5vag2357.jpg
10553997,青岛海滨风景区,青岛·栈桥/中山路步行街,131,4.7,4A,7.5,青岛必打卡景点榜 No.5,"纵享漫长海岸风光,海滨沙滩,夜游观景",4,免费,￥0,免费,青岛市市南区京山路11号,全年全天开放,营业中,https://dimg04.c-ctrip.com/images/0100h1200086ynfcn2986.jpg
100715,朱家尖风景区,舟山·观音法界/乌石塘,751,4.5,4A,7.5,浙江必打卡景点榜 No.19,"看十里金沙和沙雕作品,遛娃宝藏地,岛屿漫步",2,￥0.0,￥0,￥10.0,舟山市普陀区朱家尖岛,全年全天开放,营业中,https://dimg04.c-ctrip.com/images/01034120008g4ic24A096.jpg
118386477,朱家尖观音法界,舟山·观音法界/乌石塘,1976,4.8,,7.5,,历史建筑,2,￥0.0,￥0,￥90.0,舟山市普陀区香莲路(朱家尖),09:00-17:00开放（16:00停止售票，16:10停止入园）,营业中,https://dimg04.c-ctrip.com/images/0100m120009b1ztzb8452.jpg
81728,上海动物园,上海·虹桥地区,12767,4.7,4A,7.5,2024中国100亲子景点,"观珍稀动物度亲子时光,萌萌动物,遛娃宝藏地",2,￥40.0,￥0,￥40.0,上海市长宁区虹桥路2381号,08:00-18:30开放（17:00停止入园）,营业中,https://dimg04.c-ctrip.com/images/1lo1512000jb22g5r734D.jpg
10795375,西宁野生动物园,西宁·,1302,4.5,4A,7.5,2024中国100亲子景点,"观赏青藏高原特有动物,遛娃宝藏地",2,￥0.0,￥0,￥30.0,青海省西宁市城西区行知路9号,09:00-17:30开放（16:00停止售票）,营业中,https://dimg04.c-ctrip.com/images/1lo1x12000az0ovuy4388.jpg
78385,麦积山石窟,天水·麦积山石窟/仙人崖,2404,4.5,,7.5,甘肃必打卡景点榜 No.10,"登悬空栈道，观赏佛教艺术,历史建筑,登高爬山",3,￥80.0,￥0,￥0,甘肃省天水市麦积区麦积镇麦积山风景区内,09:00-17:00开放,营业中,https://dimg04.c-ctrip.com/images/0101z1200087du7dqD7C6.jpg
13826239,麦积山风景名胜区,天水·麦积山石窟/仙人崖,1318,4.5,5A,7.5,天水赏花踏青景点榜 No.1,"拥有中国四大石窟之一,历史建筑,登高爬山",5,暂无,￥0,暂无,甘肃省天水市麦积区麦积镇麦积村,"淡季 08:30-17:00开放,旺季 08:00-18:00开放",,https://dimg04.c-ctrip.com/images/0100212000j0cgss6FE21.jpg
148485470,南京赏梅花,南京·明故宫/南京博物院地区,0,0.0,,7.5,南京特色体验榜 No.1,南京赏梅寻古,5,暂无,￥0,暂无,甘肃省天水市麦积区麦积镇麦积村,"淡季 08:30-17:00开放,旺季 08:00-18:00开放",,https://dimg04.c-ctrip.com/images/1A0m1e000001fccucEFB5.jpg
83888,鹳雀楼,永济·,1772,4.5,4A,7.5,运城必打卡景点榜 No.1,历史建筑,2,￥45.0,￥5.0,￥40.0,山西省运城市永济市蒲州古城西侧黄河东岸,09:00-17:30开放（17:00停止入园）,营业中,https://dimg04.c-ctrip.com/images/0100b120008k3ksg03460.jpg
90751,海南槟榔谷黎苗文化旅游区,保亭·呀诺达雨林文化旅游区/槟榔谷,3650,4.4,5A,7.5,海南必打卡景点榜 No.14,"了解黎族和苗族的原生文化,遛娃宝藏地,海滨沙滩",2,￥96.0,￥28.12,￥67.88,保亭黎族苗族自治县三道镇甘什岭槟榔谷,08:30-18:00开放,营业中,https://dimg04.c-ctrip.com/images/0102v120008ghva1hC794.jpg
129752767,68海里景区,平潭·68海里/台湾小镇,1050,4.6,4A,7.5,,祖国大陆距台湾最近的地方,2,￥0.0,￥0,￥35.0,福建省福州市平潭县澳前镇东澳村,08:00-18:00开放（17:00停止售票，17:10停止入园）,营业中,https://dimg04.c-ctrip.com/images/0105j120008wch8tt433C.jpg
101943,《又见平遥》大型实景演出,平遥·平遥古城外,3696,4.7,,7.5,2024中国100夜游景点,"讲述了古老票号的家族故事,演出,现场演出",2,￥238.0,￥0,￥238.0,晋中市平遥县顺城路154号,10:00-22:30开放,营业中,https://dimg04.c-ctrip.com/images/350b0v000000jnhps027E.jpg
79175822,成都夜游锦江,成都·九眼桥/四川大学附近地区,338,4.2,,7.5,2024中国100夜游景点,"夜游观景,乘船游览 ",2,￥0.0,￥0,￥58.0,成都市四川省成都市锦江区滨江东路,14:30-22:00开放,营业中,https://dimg04.c-ctrip.com/images/0102v12000a3r39y6CA5C.jpg
93212,台儿庄古城,枣庄·台儿庄古城风景区,11692,4.6,5A,7.5,2024亚洲100夜游景点,"京杭运河现存古城遗迹,遛娃宝藏地,古镇古村",2,￥118.0,￥0.1,￥117.9,山东省枣庄市台儿庄区东顺路,全年全天开放,营业中,https://dimg04.c-ctrip.com/images/010711200087cyk1301A7.jpg
76877,陈家祠,广州·永庆坊/上下九步行街,1488,4.6,4A,7.5,广东必打卡景点榜 No.9,"建筑考究的清末宗祠,历史建筑",5,暂无,￥0,暂无,广州市荔湾区中山七路恩龙里34号,09:00-17:30开放（17:00停止售票）,今日不开放,https://dimg04.c-ctrip.com/images/0105y1200085zzmnj106D.jpg
79338,仰天湖大草原,郴州·,1396,4.2,4A,7.5,湖南必打卡景点榜 No.18,"草原腹地中镶嵌着一汪湖水,遛娃宝藏地,踏青必去",3,￥120.0,￥0,￥0,湖南省郴州市北湖区仰天湖瑶族乡212省道,4月19日09:00恢复营业,即将恢复营业,https://dimg04.c-ctrip.com/images/100u1f000001gqar6437C.jpg
131186041,海南海洋欢乐世界,陵水·海南海洋欢乐世界度假区,2975,4.7,4A,7.5,2024中国100亲子景点,欢乐新主场,2,￥318.0,￥30.2,￥287.8,海南省陵水黎族自治县黎安镇双湖大道1号海南海洋欢乐世界,10:00-20:00开放（19:00停止入园）,营业中,https://dimg04.c-ctrip.com/images/1lo5c12000gekv17eAE54.jpg
133846787,海南海洋欢乐世界度假区,陵水·海南海洋欢乐世界度假区,760,4.8,4A,7.5,海南亲子景点榜 No.7,8000万游客的欢乐主场,2,￥318.0,￥30.2,￥287.8,海南省陵水黎族自治县黎安镇双湖大道1号,10:00-20:00开放（19:00停止入园）,营业中,https://dimg04.c-ctrip.com/images/0100r120009cuwjyiEA69.jpg
85755,天津之眼摩天轮,天津·天津之眼商圈,6216,4.6,4A,7.5,2024亚洲100夜游景点,"打卡天津美丽地标,遛娃宝藏地,地标观景",2,￥80.0,￥0,￥80.0,天津市红桥区三岔河口永乐桥上,09:30-22:00开放,营业中,https://dimg04.c-ctrip.com/images/100b10000000omp6q72E0.jpg
10759041,鹭江夜游,厦门·中山路地区,2059,4.1,,7.5,2024亚洲100夜游景点,"游船观赏鼓浪屿和鹭岛夜景,遛娃宝藏地,夜游观景",2,￥168.0,￥49.0,￥119.0,福建省厦门市思明区鹭江道3-114~116号和平码头,"19:30-21:10,20:00-21:40开放",营业中,https://dimg04.c-ctrip.com/images/1lo5r12000bkuf5oq4208.jpg
133820986,厦门海上游,厦门·中山路地区,118,4.2,,7.5,福建夜游必打卡榜 No.2,"夜游观景,乘船游览 ",5,暂无,￥0,暂无,福建省厦门市思明区鹭江道24号,08:00-21:00开放,营业中,https://dimg04.c-ctrip.com/images/1lo4x12000dg6msprD30D.jpg
150004454,北京 · “万物安生时”李健世界巡回演唱会北京站,北京·公主坟/五棵松/石景山游乐园地区,0,0.0,,7.5,,演唱会,2,￥380.0,￥0,￥380.0,北京市海淀区复兴路69号,4月18日 19:30-21:30开放,,https://dimg04.c-ctrip.com/images/0102w12000iq78ic11B97.jpg
97177308,南湾猴岛生态旅游区,陵水·,949,4.3,4A,7.5,2024中国100亲子景点,"萌萌动物,遛娃宝藏地",2,￥96.0,￥2.0,￥94.0,海南省陵水黎族自治县新村镇望海大道1号,08:00-17:20开放（16:50停止入园）,营业中,https://dimg04.c-ctrip.com/images/0103l1200082shyorACF3.jpg
82093,磁器口古镇,重庆·磁器口古镇,4870,4.5,4A,7.5,重庆必打卡景点榜 No.12,"知名历史文化古镇,遛娃宝藏地,古镇古村",4,免费,￥0,免费,重庆市沙坪坝区磁南街1号,全年全天开放,营业中,https://dimg04.c-ctrip.com/images/0106z120008iqyn71AE84.jpg
61584749,国家海洋博物馆,天津·中新生态城/国家海博馆,2694,4.5,4A,7.5,2024中国100亲子景点,"展馆展览,遛娃宝藏地",4,免费,￥0,免费,天津市滨海新区中新生态城海轩道377号,09:00-17:00开放（16:30停止入园）,营业中,https://dimg04.c-ctrip.com/images/0100912000aamnttfC673.jpg
18413413,恩施地心谷景区,建始·,1997,4.3,4A,7.5,恩施土家族苗族自治州必打卡景点榜 No.3,"颇具人文气质的山水画廊,自然山水,徒步",2,￥120.0,￥0,￥120.0,湖北省恩施土家族苗族自治州建始县高坪镇G318,08:00-15:00开放（15:00停止售票，15:00停止入园）,营业中,https://dimg04.c-ctrip.com/images/0106s12000f6q12phF61C.jpg
86171,北京欢乐谷,北京·欢乐谷游乐区,11109,4.6,4A,7.5,2024亚洲100亲子景点,"玩耍众多刺激的游乐项目,遛娃宝藏地,游乐场",2,￥0.0,￥0,￥299.0,北京市朝阳区东四环小武基北路,09:30-18:30开放,营业中,https://dimg04.c-ctrip.com/images/10091f000001gsov1E90E.jpg
90391,四川博物院,成都·杜甫草堂/省人民医院,809,4.6,,7.5,成都必打卡景点榜 No.19,"收藏张大千丰富的作品,博物馆,场馆展馆",4,免费,￥0,免费,四川省成都市青羊区浣花南路251号,09:00-17:00开放（16:00停止入园）,营业中,https://dimg04.c-ctrip.com/images/0101s1200093pxu5nE11C.jpg
10758687,可可托海景区,富蕴·,2255,4.3,5A,7.5,2024中国50赏秋景点,"欣赏沿途的奇峰怪石,遛娃宝藏地,自然山水",3,￥116.0,￥0,￥0,阿勒泰地区富蕴县可可托海镇,恢复营业时间待定,暂停营业,https://dimg04.c-ctrip.com/images/100r1f000001gooph1154.jpg
23987536,大报恩寺遗址景区,南京·夫子庙景区/秦淮河风光带,6249,4.7,4A,7.5,江苏夜游必打卡榜 No.10,"探寻金陵历史的神奇之地,历史建筑,夜游观景",2,￥128.0,￥49.1,￥78.9,江苏省南京市秦淮区雨花路1号,08:30-19:30开放（19:00停止售票，19:00停止入园）,营业中,https://dimg04.c-ctrip.com/images/1lo3v12000c9l4u4pF9BB.jpg
76356,巫山小三峡,巫山·,1368,4.4,5A,7.5,重庆必打卡景点榜 No.13,"高山峡谷间观赏千年悬棺,赏花胜地,自然山水",2,￥120.0,￥7.0,￥113.0,重庆市巫山县城巫峡镇宁江路,08:00-18:00开放（14:00停止入园）,营业中,https://dimg04.c-ctrip.com/images/0106i12000f6qjjyc3F2A.jpg
90782,朝阳公园,北京·燕莎/朝阳公园商业区,551,4.7,4A,7.5,北京亲子景点榜 No.7,"踏青野餐亲子游玩的好去处,遛娃宝藏地,踏青必去",4,免费,￥0,免费,北京市朝阳区朝阳公园南路1号,06:00-21:00开放（20:00停止入园）,营业中,https://dimg04.c-ctrip.com/images/0106y12000f9tvgxz47CF.jpg
136653497,泡泡玛特城市乐园,北京·燕莎/朝阳公园商业区,658,4.6,,7.5,,游乐场,2,￥0.0,￥0,￥150.0,北京市朝阳区朝阳公园南路1号40幢,10:00-20:00开放（19:00停止入园）,营业中,https://dimg04.c-ctrip.com/images/1lo6n12000expt0ffF425.jpg
120050752,新濠影汇水上乐园,澳门·,1702,4.7,,7.5,2024亚洲100亲子景点,"畅玩四个主题游乐区,玩转巨型水泡滑梯,遛娃宝藏地,水乐园",2,￥425.0,￥67.0,￥358.0,澳门路氹连贯公路新濠影汇三楼,3月28日 12:00-20:00开放,今日不开放,https://dimg04.c-ctrip.com/images/1lo5912000aun0b5zBD72.png
75721,灵山大佛,无锡·灵山大佛/拈花湾景区,18831,4.7,5A,7.5,无锡必打卡景点榜 No.3,"规模壮观的青铜佛像,遛娃宝藏地,地标观景",2,￥210.0,￥15.0,￥195.0,江苏省无锡市滨湖区马山镇灵山路1号,07:00-17:00开放（17:00停止入园）,营业中,https://dimg04.c-ctrip.com/images/1lo2312000e01f4v6ECAB.jpg
96003,灵山胜境,无锡·灵山大佛/拈花湾景区,3618,4.7,5A,7.5,,"拜灵山大佛看佛教文化表演,遛娃宝藏地,历史建筑",2,￥210.0,￥15.0,￥195.0,无锡市滨湖区马山镇灵山路1号,07:00-17:00开放（17:00停止入园）,营业中,https://dimg04.c-ctrip.com/images/1lo2n12000e01ep1aFFC1.jpg
10539235,港珠澳大桥游,珠海·,1403,4.5,,7.5,广东夜游必打卡榜 No.6,"地标观景,夜游观景",5,暂无,￥0,暂无,广东省珠海市香洲区港珠澳大桥珠海口岸港东一路128号交通连廊三楼规划场地,09:00-16:40开放,营业中,https://dimg04.c-ctrip.com/images/0106y12000f6t572n8E29.jpg
77506,泉州开元寺,泉州·西街/开元寺,1004,4.7,4A,7.5,泉州必打卡景点榜 No.2,"拥有千年历史的寺庙,赏花胜地,历史建筑",4,免费,￥0,免费,泉州市鲤城区西街176号,06:30-17:00开放,营业中,https://dimg04.c-ctrip.com/images/1lo5d12000hs46jkf9455.jpg
24649856,泉州古城,泉州·西街/开元寺,94,4.7,,7.5,,"海上丝绸之路的起点,古镇古村",4,免费,￥0,免费,福建省泉州市鲤城区中山中路42号,全年全天开放,营业中,https://dimg04.c-ctrip.com/images/01024120006426ut7DF55.jpg
69532782,太原植物园,太原·太原古县城/晋祠,1775,4.6,4A,7.5,山西亲子景点榜 No.1,"遛娃宝藏地,踏青必去",2,￥30.0,￥0,￥30.0,山西省太原市晋源区晋源街道太古路与晋阳大道交叉口,09:00-18:00开放（17:00停止售票，17:00停止入园）,营业中,https://dimg04.c-ctrip.com/images/0100j12000j0e5ki87BC3.jpg
23822661,拈花湾,无锡·灵山大佛/拈花湾景区,19863,4.6,5A,7.5,2024中国50赏花踏青景点,"富有禅意的度假小镇,遛娃宝藏地,赏花胜地",2,￥150.0,￥51.0,￥99.0,江苏省无锡市滨湖区环山西路68号,09:30-21:00开放（20:30停止入园）,营业中,https://dimg04.c-ctrip.com/images/1lo0l12000ikxrdii95BB.jpg
94037,程阳八寨,三江·,833,4.4,5A,7.5,广西夜游必打卡榜 No.7,"游传统村寨感受侗族风情,遛娃宝藏地,踏青必去",2,￥95.0,￥0,￥95.0,柳州市三江侗族自治县林溪镇平岩村,全年全天开放,营业中,https://dimg04.c-ctrip.com/images/0100c12000f6ttw7h2CF6.jpg
10559156,宽窄巷子,成都·宽窄巷子/中医学院附近地区,4132,4.6,,7.5,2024中国100夜游景点,"老街巷中感受时尚慢生活,城市漫步,夜游观景",4,免费,￥0,免费,四川省成都市青羊区宽巷子27号,全年全天开放,营业中,https://dimg04.c-ctrip.com/images/100r1f000001gon9mBC5D.jpg
13277609,昆明旅游索道,昆明·滇池风景区/融创滇池后海,1119,4.6,,7.5,昆明近期热门景点榜 No.1,"远眺滇池之美领略西山魅力,遛娃宝藏地,缆车索道",2,￥60.0,￥1.0,￥59.0,昆明滇池国家旅游度假区湖滨路16号,08:40-17:00开放（16:30停止入园）,营业中,https://dimg04.c-ctrip.com/images/0104l12000f6qxhuf8DE3.jpg
79233,恒山,浑源·,2568,4.4,4A,7.5,山西必打卡景点榜 No.18,"重要的道教发祥地,登高爬山",3,￥45.0,￥0,￥0,大同市浑源县东南郊恒山脚下,08:00-16:30开放（16:00停止售票）,营业中,https://dimg04.c-ctrip.com/images/100p0s000000i84nzAEB0.jpg
89922,开封博物馆,开封·开封北站商圈,3560,4.8,,7.5,河南亲子景点榜 No.4,"展示开封历史和北宋文化,展馆展览,遛娃宝藏地",1,免费预约,无,免费预约,河南省开封市龙亭区郑开大道与六大街交叉口,09:00-17:00开放,营业中,https://dimg04.c-ctrip.com/images/1lo1y12000e7im8icA99F.jpg
18080167,波浪谷,靖边·,1022,4.6,,7.5,陕西必打卡景点榜 No.20,"红砂岩地貌，纹路像波浪,遛娃宝藏地,自然山水",2,￥0.0,￥0,￥85.0,陕西省榆林市靖边县五杨路南,08:30-17:30开放（17:00停止售票，17:00停止入园）,营业中,https://dimg04.c-ctrip.com/images/10070u000000jd9c7A3AE.jpg
33348330,洱海游船,大理市·洱海公园景区,1530,4.2,,7.5,,"游洱海的另一种方式,遛娃宝藏地,乘船游览 ",2,￥0.0,￥0,￥130.0,大理白族自治州大理市大理港码头,08:30-16:20开放（16:00停止入园）,营业中,https://dimg04.c-ctrip.com/images/100o1f000001gp5da5B10.jpg
143364036,泉州西街木偶戏剧表演,泉州·西街/开元寺,476,4.3,,7.5,泉州必打卡景点榜 No.3,"国家非遗泉州木偶戏体验,演出,现场演出",3,￥68.0,￥0,￥0,泉州西街373号12号楼三楼,10:30-22:00开放,营业中,https://dimg04.c-ctrip.com/images/1lo1s12000hjv6oc7C1EF.jpg
79812,龙宫,安顺·,3069,4.4,5A,7.4,贵州必打卡景点榜 No.14,"欣赏千姿百态的钟乳石,遛娃宝藏地,赏花胜地",2,￥150.0,￥0,￥150.0,安顺市西秀区龙宫镇龙宫风景名胜区,08:30-16:30开放（16:30停止售票，16:30停止入园）,营业中,https://dimg04.c-ctrip.com/images/0100b12000j0dzah7EDDE.jpg
24649915,观澜湖华谊冯小刚电影公社(百年记忆公社),海口·美兰机场/观澜湖/江东新区,4250,4.4,,7.4,海南夜游必打卡榜 No.3,"中外建筑汇聚的影视基地,嗨玩乐园,遛娃宝藏地",2,￥136.0,￥10.0,￥126.0,海南省海口市龙华区羊山大道19号,09:00-22:00开放（21:00停止售票，21:00停止入园）,营业中,https://dimg04.c-ctrip.com/images/1lo5g12000i15s1742651.jpg
76464,雅鲁藏布大峡谷,米林·,3610,4.6,5A,7.4,2024中国50赏花踏青景点,"徒步旅行者的好去处,登高爬山,自然山水",2,￥150.0,￥0,￥150.0,西藏自治区林芝市米林市派镇,09:30-18:00开放,营业中,https://dimg04.c-ctrip.com/images/100p14000000w8jed47C9.jpg
10558680,解放碑步行街,重庆·解放碑/洪崖洞,3129,4.6,,7.4,重庆必打卡景点榜 No.14,"潮人聚集的时尚热闹商业街,遛娃宝藏地,赏花胜地",4,免费,￥0,免费,重庆市渝中区邹容路100号,全年全天开放,营业中,https://dimg04.c-ctrip.com/images/1A0a11000000qufky8650.jpg
80566,北海湿地,腾冲·,1489,4.4,4A,7.4,腾冲必打卡景点榜 No.3,"泛舟湿地观候鸟,遛娃宝藏地,踏青必去",2,￥55.0,￥0,￥55.0,保山市腾冲市238省道,08:30-19:00开放,营业中,https://dimg04.c-ctrip.com/images/1lo2l12000gkdumyp46BB.jpg
143183336,琅琊古城,临沂·琅琊古城/临沂东站,1566,4.6,,7.4,2024中国100夜游景点,夜游观景,2,￥150.0,￥32.0,￥118.0,山东省临沂市河东区南京东路与智诚路交叉口西北角,10:00-20:00开放（19:00停止入园）,营业中,https://dimg04.c-ctrip.com/images/0100912000f6q40pp77DD.jpg
90393,成都极地海洋公园,成都·华阳/海昌极地海洋公园,32775,4.8,4A,7.4,2024亚洲100亲子景点,"近距离接触海洋极地动物,遛娃宝藏地,游乐场",2,￥260.0,￥0,￥260.0,成都市天府新区华阳海洋路68号,09:30-17:30开放（16:30停止售票，16:30停止入园）,营业中,https://dimg04.c-ctrip.com/images/1lo0f12000iqfcv05551A.png
76735,山东博物馆,济南·奥体中心/万象城,1725,4.9,,7.4,山东必打卡景点榜 No.15,"馆藏大量古代文物,展馆展览,遛娃宝藏地",4,免费,￥0,免费,山东省济南市历下区经十路11899号,09:00-17:00开放（16:00停止入园）,营业中,https://dimg04.c-ctrip.com/images/0106w12000fe23h358DCB.jpg
13324637,《文成公主》大型史诗剧,拉萨·文成公主实景剧场及附近地区,2774,4.5,,7.4,2024中国100夜游景点,"身临其境千古爱情传奇,看演出,遛娃宝藏地",2,￥1280.0,￥957.0,￥323.0,拉萨市城关区慈觉林（原次角林）中国西藏文化旅游创意园,20:30-23:00开放（21:30停止入园）,,https://dimg04.c-ctrip.com/images/0106x12000f6sgon35628.jpg
144264122,文成公主剧场,拉萨·文成公主实景剧场及附近地区,0,0.0,,7.4,,"演出,场馆展馆",3,￥380.0,￥0,￥0,纳金街道102乡道拉萨河畔慈觉林（原次角林）中国西藏文化旅游创意园,20:30-23:00开放（21:30停止入园）,,https://dimg04.c-ctrip.com/images/0103612000dei11gwBE64.png
81670,五彩滩,布尔津·,1297,4.4,4A,7.4,阿勒泰地区必打卡景点榜 No.3,"傍晚日落时分河滩绚烂奇幻,自然山水",5,暂无,￥0,暂无,新疆维吾尔自治区阿勒泰地区布尔津县227省道,4月15日恢复营业,即将恢复营业,https://dimg04.c-ctrip.com/images/0105412000f6qvbw65FB9.jpg
75805,鲁迅故里景区,绍兴·鲁迅故里度假区/仓桥直街,2613,4.6,5A,7.4,绍兴必打卡景点榜 No.1,"鲁迅先生的故乡,遛娃宝藏地,历史建筑",4,免费,￥0,免费,绍兴市越城区鲁迅中路241号,08:30-21:00开放（20:45停止入园）,营业中,https://dimg04.c-ctrip.com/images/0100g1200087egcgsEA9E.jpg
36831332,绍兴古城,绍兴·鲁迅故里度假区/仓桥直街,486,4.6,,7.4,绍兴夜游必打卡榜 No.1,"坐乌篷船感受绍兴复古民俗,古镇古村,夜游观景",4,免费,￥0,免费,绍兴市越城区鲁迅中路241号,全年全天开放,营业中,https://dimg04.c-ctrip.com/images/0102g120005xkjgfr412B.jpg
